pin_id,cell_type,direction,is_clk,fanout,slack_min,slew_r,slew_f
_155_/A,sky130_fd_sc_hd__and2_2,input,0,0,3.436422,0.326052,0.176928
_155_/B,sky130_fd_sc_hd__and2_2,input,0,0,3.436585,0.861441,0.185401
_155_/X,sky130_fd_sc_hd__and2_2,output,0,17,3.436422,0.144740,0.124527
_156_/A1,sky130_fd_sc_hd__a21oi_1,input,0,0,3.409917,0.112005,0.077142
_156_/A2,sky130_fd_sc_hd__a21oi_1,input,0,0,3.506227,0.144740,0.124527
_156_/B1,sky130_fd_sc_hd__a21oi_1,input,0,0,3.256769,0.576043,0.111553
_156_/Y,sky130_fd_sc_hd__a21oi_1,output,0,7,3.256769,0.465817,0.116860
_157_/A,sky130_fd_sc_hd__nor2_1,input,0,0,2.837238,0.671713,0.122645
_157_/B,sky130_fd_sc_hd__nor2_1,input,0,0,2.855187,0.580565,0.111531
_157_/Y,sky130_fd_sc_hd__nor2_1,output,0,7,2.837238,0.386707,0.119784
_158_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,3.256769,0.465817,0.116860
_158_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.837238,0.386707,0.119784
_158_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.837238,0.442021,0.088635
_159_/A,sky130_fd_sc_hd__xor2_1,input,0,0,3.088835,0.112005,0.077142
_159_/B,sky130_fd_sc_hd__xor2_1,input,0,0,3.436422,0.089797,0.071768
_159_/X,sky130_fd_sc_hd__xor2_1,output,0,5,3.088835,0.364299,0.092054
_160_/A,sky130_fd_sc_hd__or2_1,input,0,0,4.082780,0.085160,0.069867
_160_/B,sky130_fd_sc_hd__or2_1,input,0,0,4.239119,0.806179,0.176589
_160_/X,sky130_fd_sc_hd__or2_1,output,0,17,4.082780,0.169956,0.156225
_161_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,3.213745,0.899154,0.177522
_161_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,4.213928,0.169956,0.156225
_161_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,3.012073,0.266027,0.151586
_161_/Y,sky130_fd_sc_hd__o21ai_0,output,0,7,3.012073,0.651097,0.192696
_162_/A,sky130_fd_sc_hd__nand2_1,input,0,0,2.585758,0.284655,0.159007
_162_/B,sky130_fd_sc_hd__nand2_1,input,0,0,2.867726,0.326052,0.176928
_162_/Y,sky130_fd_sc_hd__nand2_1,output,0,7,2.585758,0.188727,0.104793
_163_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,3.012073,0.651097,0.192696
_163_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.585758,0.188727,0.104793
_163_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.585758,0.441620,0.100813
_164_/A,sky130_fd_sc_hd__xor2_1,input,0,0,2.698441,0.899154,0.177522
_164_/B,sky130_fd_sc_hd__xor2_1,input,0,0,4.082780,0.089726,0.071764
_164_/X,sky130_fd_sc_hd__xor2_1,output,0,5,2.698441,0.363702,0.127719
_165_/A1,sky130_fd_sc_hd__a31oi_1,input,0,0,3.277747,0.149320,0.086236
_165_/A2,sky130_fd_sc_hd__a31oi_1,input,0,0,3.179297,0.402610,0.208816
_165_/A3,sky130_fd_sc_hd__a31oi_1,input,0,0,3.125028,0.841308,0.162558
_165_/B1,sky130_fd_sc_hd__a31oi_1,input,0,0,3.693270,0.072139,0.066420
_165_/Y,sky130_fd_sc_hd__a31oi_1,output,0,7,3.125028,0.541893,0.169877
_166_/A,sky130_fd_sc_hd__nor2_1,input,0,0,2.935637,0.579051,0.111731
_166_/B,sky130_fd_sc_hd__nor2_1,input,0,0,3.255636,0.085160,0.069867
_166_/Y,sky130_fd_sc_hd__nor2_1,output,0,7,2.935637,0.386679,0.108380
_167_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,3.125028,0.541893,0.169877
_167_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.935637,0.386679,0.108380
_167_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.935637,0.441741,0.093635
_168_/A,sky130_fd_sc_hd__nand2_1,input,0,0,2.897041,0.402610,0.208816
_168_/B,sky130_fd_sc_hd__nand2_1,input,0,0,3.036471,0.841308,0.162558
_168_/Y,sky130_fd_sc_hd__nand2_1,output,0,7,2.897041,0.188643,0.148076
_169_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.853279,0.149320,0.086236
_169_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.897041,0.188643,0.148076
_169_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.853279,0.441768,0.084622
_170_/A,sky130_fd_sc_hd__or2_1,input,0,0,4.020103,0.087068,0.069854
_170_/B,sky130_fd_sc_hd__or2_1,input,0,0,3.412149,0.182720,0.152260
_170_/X,sky130_fd_sc_hd__or2_1,output,0,15,3.412149,0.227998,0.175883
_171_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,3.796907,0.107104,0.075641
_171_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,3.826307,0.227998,0.175883
_171_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,3.187228,0.390818,0.204264
_171_/Y,sky130_fd_sc_hd__o21ai_0,output,0,7,3.187228,0.653259,0.165756
_172_/A,sky130_fd_sc_hd__and2_1,input,0,0,3.121226,0.384063,0.200727
_172_/B,sky130_fd_sc_hd__and2_1,input,0,0,3.275064,0.402610,0.208816
_172_/X,sky130_fd_sc_hd__and2_1,output,0,7,3.121226,0.205350,0.108310
_173_/A,sky130_fd_sc_hd__xor2_1,input,0,0,3.187228,0.653259,0.165756
_173_/B,sky130_fd_sc_hd__xor2_1,input,0,0,3.121226,0.205350,0.108310
_173_/X,sky130_fd_sc_hd__xor2_1,output,0,5,3.121226,0.363771,0.108196
_174_/A,sky130_fd_sc_hd__xor2_1,input,0,0,3.186223,0.107104,0.075641
_174_/B,sky130_fd_sc_hd__xor2_1,input,0,0,3.412149,0.227998,0.175883
_174_/X,sky130_fd_sc_hd__xor2_1,output,0,5,3.186223,0.364308,0.092063
_175_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,3.337303,0.553584,0.110768
_175_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,3.493758,0.104902,0.076230
_175_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.981810,0.262053,0.148922
_175_/Y,sky130_fd_sc_hd__o21ai_0,output,0,7,2.981810,0.653199,0.170316
_176_/A,sky130_fd_sc_hd__nor2_1,input,0,0,3.341815,0.091873,0.072198
_176_/B,sky130_fd_sc_hd__nor2_1,input,0,0,3.326147,0.086103,0.070683
_176_/Y,sky130_fd_sc_hd__nor2_1,output,0,9,3.326147,0.258526,0.036924
_177_/A,sky130_fd_sc_hd__nor2_1,input,0,0,3.326147,0.258526,0.036924
_177_/B,sky130_fd_sc_hd__nor2_1,input,0,0,3.337705,0.087068,0.069854
_177_/Y,sky130_fd_sc_hd__nor2_1,output,0,7,3.326147,0.388389,0.069034
_178_/A,sky130_fd_sc_hd__xor2_1,input,0,0,2.981810,0.653199,0.170316
_178_/B,sky130_fd_sc_hd__xor2_1,input,0,0,3.326147,0.388389,0.069034
_178_/X,sky130_fd_sc_hd__xor2_1,output,0,5,2.981810,0.363744,0.108192
_179_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.856874,0.130893,0.082270
_179_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.738127,0.379282,0.331434
_179_/Y,sky130_fd_sc_hd__xnor2_1,output,0,7,2.738127,0.612297,0.112123
_180_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.738127,0.612297,0.112123
_180_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.988892,0.104902,0.076230
_180_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.738127,0.442046,0.098263
_181_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.848887,0.132162,0.082440
_181_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.544612,0.254692,0.277865
_181_/Y,sky130_fd_sc_hd__xnor2_1,output,0,7,2.544612,0.623394,0.115613
_182_/A,sky130_fd_sc_hd__xnor2_1,input,0,0,2.719375,0.325581,0.076604
_182_/B,sky130_fd_sc_hd__xnor2_1,input,0,0,2.544612,0.623394,0.115613
_182_/Y,sky130_fd_sc_hd__xnor2_1,output,0,5,2.544612,0.441529,0.096466
_183_/A,sky130_fd_sc_hd__xor2_1,input,0,0,2.523389,0.131899,0.082183
_183_/B,sky130_fd_sc_hd__xor2_1,input,0,0,2.540901,0.486244,0.373096
_183_/X,sky130_fd_sc_hd__xor2_1,output,0,5,2.523389,0.364269,0.109154
_185_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,1.911623,0.283174,0.288133
_185_/A1,sky130_fd_sc_hd__mux2_2,input,0,0,1.691104,0.000000,0.000000
_185_/S,sky130_fd_sc_hd__mux2_2,input,0,0,2.591888,0.577494,0.168317
_185_/X,sky130_fd_sc_hd__mux2_2,output,0,2,1.691104,0.091768,0.158982
_186_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,1.835271,0.225997,0.262994
_186_/A1,sky130_fd_sc_hd__mux2_2,input,0,0,1.691104,0.000000,0.000000
_186_/S,sky130_fd_sc_hd__mux2_2,input,0,0,2.591888,0.577494,0.168317
_186_/X,sky130_fd_sc_hd__mux2_2,output,0,2,1.691104,0.091801,0.158982
_187_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,2.034903,0.375779,0.328312
_187_/A1,sky130_fd_sc_hd__mux2_2,input,0,0,1.691104,0.000000,0.000000
_187_/S,sky130_fd_sc_hd__mux2_2,input,0,0,2.591888,0.577494,0.168317
_187_/X,sky130_fd_sc_hd__mux2_2,output,0,2,1.691104,0.091888,0.158982
_189_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,1.837997,0.228038,0.263644
_189_/A1,sky130_fd_sc_hd__mux2_2,input,0,0,1.691104,0.000000,0.000000
_189_/S,sky130_fd_sc_hd__mux2_2,input,0,0,2.591888,0.577494,0.168317
_189_/X,sky130_fd_sc_hd__mux2_2,output,0,2,1.691104,0.091798,0.158982
_190_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,1.916301,0.286677,0.291254
_190_/A1,sky130_fd_sc_hd__mux2_2,input,0,0,1.691104,0.000000,0.000000
_190_/S,sky130_fd_sc_hd__mux2_2,input,0,0,2.591888,0.577494,0.168317
_190_/X,sky130_fd_sc_hd__mux2_2,output,0,2,1.691104,0.091768,0.158982
_191_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,1.835271,0.225997,0.262994
_191_/A1,sky130_fd_sc_hd__mux2_2,input,0,0,1.691104,0.000000,0.000000
_191_/S,sky130_fd_sc_hd__mux2_2,input,0,0,2.591888,0.577494,0.168317
_191_/X,sky130_fd_sc_hd__mux2_2,output,0,2,1.691104,0.091801,0.158982
_192_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,2.153937,0.087782,0.071312
_192_/A1,sky130_fd_sc_hd__mux2_2,input,0,0,1.691104,0.000000,0.000000
_192_/S,sky130_fd_sc_hd__mux2_2,input,0,0,2.591888,0.577494,0.168317
_192_/X,sky130_fd_sc_hd__mux2_2,output,0,2,1.691104,0.091845,0.158982
_193_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,1.837997,0.228038,0.263644
_193_/A1,sky130_fd_sc_hd__mux2_2,input,0,0,1.691104,0.000000,0.000000
_193_/S,sky130_fd_sc_hd__mux2_2,input,0,0,2.591888,0.577494,0.168317
_193_/X,sky130_fd_sc_hd__mux2_2,output,0,2,1.691104,0.091798,0.158982
_194_/A0,sky130_fd_sc_hd__mux2_2,input,0,0,1.916301,0.286677,0.291254
